,age,gender,administrator,artist,doctor,educator,engineer,entertainment,executive,healthcare,homemaker,lawyer,librarian,marketing,none,other,programmer,retired,salesman,scientist,student,technician,writer,AZ,CA,CO,CT,DC,FL,GA,IA,IL,KY,MA,MD,MI,MN,MO,NC,NJ,NY,OH,OR,PA,SC,TN,TX,VA,WA,WI,latitude,longitude,"('rating', 'count')","('rating', 'mean')","('rating', 'std')","('rating', 'min')","('rating', '25%')","('rating', '50%')","('rating', '75%')","('rating', 'max')"
239,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6554,-121.2611,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
240,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9513,-76.8958,24.0,3.75,1.3269776053940743,1.0,3.0,4.0,5.0,5.0
241,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9122,-77.0177,23.0,3.4347826086956523,1.0368697190241638,2.0,3.0,3.0,4.0,5.0
242,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0543,-81.0492,20.0,4.45,0.7591546545162482,3.0,4.0,5.0,5.0,5.0
243,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0546,-87.6943,81.0,3.6419753086419755,0.8262663307812537,1.0,3.0,4.0,4.0,5.0
244,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5384,-105.0547,238.0,3.6512605042016806,1.0714055239871245,1.0,3.0,4.0,4.0,5.0
245,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0132,-93.0297,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
246,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.181,-83.3885,195.0,2.928205128205128,1.321891162828967,1.0,2.0,3.0,4.0,5.0
247,28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9996,-76.884,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
248,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36.1866,-86.7852,56.0,3.5714285714285716,1.1886913026463235,1.0,3.0,4.0,5.0,5.0
249,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7776,-111.8749,161.0,4.105590062111801,0.8631518150943212,1.0,4.0,4.0,5.0,5.0
250,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3391,-121.9016,122.0,3.7868852459016393,1.0619606706754772,1.0,3.0,4.0,4.75,5.0
251,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6238,-112.0044,77.0,3.792207792207792,0.922491796250248,2.0,3.0,4.0,5.0,5.0
252,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.3859,-74.174,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
253,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.0339,-78.4924,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
254,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7082,-84.5165,159.0,3.050314465408805,1.0360510601412498,1.0,2.5,3.0,4.0,5.0
255,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.7445,-74.1508,83.0,2.5421686746987953,1.3187318818015774,1.0,1.0,2.0,4.0,5.0
256,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3038,-89.964,207.0,3.9903381642512077,0.9450450144117871,1.0,3.0,4.0,5.0,5.0
257,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.7179,-95.4263,57.0,4.035087719298246,0.9629736734404261,2.0,3.0,4.0,5.0,5.0
258,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.6327,-96.3662,23.0,3.739130434782609,1.388831795049606,1.0,3.0,4.0,5.0,5.0
259,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7388,-84.4764,39.0,3.8974358974358974,0.8206182455888074,2.0,3.0,4.0,4.0,5.0
260,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9056,-115.5344,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
261,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3851,-111.8724,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
262,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.1733,-98.4723,160.0,3.16875,0.8258548077731415,1.0,3.0,3.0,4.0,5.0
263,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8771,-93.483,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
264,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0353,-118.4259,120.0,4.216666666666667,1.0057259039308546,1.0,4.0,5.0,5.0,5.0
265,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2319,-111.6755,46.0,3.5652173913043477,1.1284635358268433,1.0,3.0,4.0,4.0,5.0
266,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.3223,-97.739,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
267,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5345,-115.9711,185.0,3.9351351351351354,0.8883962762167398,1.0,3.0,4.0,5.0,5.0
268,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.1576,-75.2799,328.0,2.942073170731707,1.0975360090975406,1.0,2.0,3.0,4.0,5.0
269,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.9952,-83.0047,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
270,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38.5893,-90.3481,138.0,4.333333333333333,0.9914476132553266,1.0,4.0,5.0,5.0,5.0
271,51,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.1296,-78.7106,278.0,3.58273381294964,1.004677009186323,1.0,3.0,4.0,4.0,5.0
272,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.0769,-89.4094,51.0,4.333333333333333,0.886942313043338,1.0,4.0,5.0,5.0,5.0
273,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.7443,-73.9781,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
274,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9779,-93.2199,71.0,4.056338028169014,0.9839762474436051,1.0,4.0,4.0,5.0,5.0
275,38,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9756,-117.0402,95.0,3.1157894736842104,0.5989913133802853,2.0,3.0,3.0,3.0,4.0
276,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9959,-122.0578,478.0,3.4435146443514646,1.0339873112099416,1.0,3.0,4.0,4.0,5.0
277,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9384,-93.2214,54.0,3.5,0.8411582311380664,1.0,3.0,4.0,4.0,5.0
278,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8123,-84.2819,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
279,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4936,-111.9167,326.0,3.3803680981595092,1.1433208794199476,1.0,3.0,4.0,4.0,5.0
280,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.0339,-78.4924,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
281,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8997,-72.8907,26.0,3.1923076923076925,1.233506571339797,1.0,2.25,3.0,4.0,5.0
282,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8933,-77.0146,22.0,3.5,1.0118347314702751,1.0,3.0,4.0,4.0,5.0
283,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9528,-93.4372,53.0,4.132075471698113,0.8329220078239989,2.0,4.0,4.0,5.0,5.0
284,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4743,-117.6964,47.0,3.5531914893617023,0.8024015756599975,2.0,3.0,3.0,4.0,5.0
285,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.0372,-89.3971,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
286,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.4308,-79.9205,252.0,3.765873015873016,1.102670622506592,1.0,3.0,4.0,5.0,5.0
287,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8869,-83.6021,62.0,4.112903225806452,1.0259715700799774,1.0,4.0,4.0,5.0,5.0
288,34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.5825,-77.5197,70.0,3.8142857142857145,1.2193233707272475,1.0,3.0,4.0,5.0,5.0
289,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7878,-122.1884,27.0,2.925925925925926,1.0715167512214394,1.0,2.0,3.0,4.0,5.0
290,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4133,-118.0917,150.0,3.3533333333333335,0.9132629506348307,1.0,3.0,3.0,4.0,5.0
291,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.5084,-81.6076,296.0,3.685810810810811,1.031340094830393,1.0,3.0,4.0,4.0,5.0
292,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.863,-122.2749,124.0,4.225806451612903,0.8048502327724151,2.0,4.0,4.0,5.0,5.0
293,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8378,-87.7602,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
294,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7635,-117.2028,89.0,3.6741573033707864,0.8086925601195089,2.0,3.0,4.0,4.0,5.0
295,31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6067,-93.7457,196.0,4.239795918367347,0.7900976630211356,1.0,4.0,4.0,5.0,5.0
296,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.8082,-77.8926,147.0,4.1768707482993195,1.186110717371909,1.0,4.0,5.0,5.0,5.0
297,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47.6733,-122.3426,190.0,3.4263157894736844,1.0652481168925032,1.0,3.0,3.0,4.0,5.0
298,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2679,-71.6176,127.0,4.031496062992126,0.8158840552744266,2.0,3.0,4.0,5.0,5.0
299,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38.6445,-90.2544,190.0,3.5105263157894737,0.9011425650718305,1.0,3.0,4.0,4.0,5.0
300,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9684,-93.0488,20.0,3.75,1.019545822516343,1.0,3.0,4.0,4.0,5.0
301,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8744,-93.3753,275.0,3.5272727272727273,0.9713889794701016,1.0,3.0,4.0,4.0,5.0
302,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.8675,-96.999,21.0,2.4285714285714284,0.870139561876632,1.0,2.0,2.0,3.0,4.0
303,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.4474,-76.4837,484.0,3.365702479338843,1.2312953851033723,1.0,2.0,4.0,4.0,5.0
304,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5948,-92.8513,26.0,3.3846153846153846,1.061203960675725,1.0,3.0,3.0,4.0,5.0
305,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3764,-122.0238,222.0,3.40990990990991,1.0798403564726409,1.0,3.0,3.0,4.0,5.0
306,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5583,-97.6375,32.0,3.78125,1.0075321174741456,1.0,3.0,4.0,4.25,5.0
307,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9682,-93.2429,112.0,3.794642857142857,1.0322580239729928,1.0,3.0,4.0,5.0,5.0
308,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9102,-121.7569,397.0,3.7581863979848866,0.7667093107483797,1.0,3.0,4.0,4.0,5.0
309,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4438,-91.1775,20.0,3.5,1.0513149660756937,2.0,3.0,3.5,4.0,5.0
310,37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1092,-117.7183,21.0,3.857142857142857,1.424279266355945,1.0,3.0,4.0,5.0,5.0
311,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.233,-97.4067,294.0,3.795918367346939,0.8699674428822846,1.0,3.0,4.0,4.0,5.0
312,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3576,-71.0514,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
313,41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1794,-87.8059,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
314,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.8504,-74.9646,245.0,3.6775510204081634,1.1479249465174406,1.0,3.0,4.0,5.0,5.0
315,31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.0367,-75.1735,87.0,4.011494252873563,0.9337876467123738,1.0,4.0,4.0,5.0,5.0
316,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.7936,-95.3675,75.0,3.36,1.4392190074312359,1.0,2.0,4.0,5.0,5.0
317,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43.0354,-76.1282,105.9322033898305,3.5943931086034993,1.012554729639886,1.2697740112994351,2.9901129943502824,3.6977401129943503,4.347104519774011,4.978813559322034
318,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4097,-72.911,174.0,3.706896551724138,1.0314469440960843,1.0,3.0,4.0,4.0,5.0
319,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.8458,-77.3242,13.0,3.6153846153846154,0.7679476477883045,2.0,3.0,4.0,4.0,5.0
320,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.2563,-80.4347,154.0,3.720779220779221,0.844023613078854,1.0,3.0,4.0,4.0,5.0
321,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.998,-93.2552,125.0,3.736,0.7420981588842238,2.0,3.0,4.0,4.0,5.0
322,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5241,-92.4497,51.0,4.176470588235294,0.841567165541555,2.0,4.0,4.0,5.0,5.0
323,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.0369,-75.0664,89.0,3.6179775280898876,0.959469763339107,1.0,3.0,4.0,4.0,5.0
324,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4581,-71.0632,66.0,4.348484848484849,0.8132068379602827,1.0,4.0,5.0,5.0,5.0
